3865 3956
300:0.987536 415:1.09155 442:1.14924 487:0.846991 590:0.826576 631:0.788603 870:0.810847 897:0.822928 995:1.03351 1086:0.850915 1725:0.843796 1754:0.825516 1759:0.78651 1875:0.832107 1940:0.907043 2142:0.808542 2143:0.808777 2235:0.787704 2512:0.783669 2590:0.785028
328:0.89671 462:0.951355 522:1.30282 523:0.869894 524:1.26115 590:0.921059 670:0.86774 909:0.914857 910:1.0949 1002:0.940559 1012:0.874757 1037:0.866979 1078:0.96666 1115:0.920545 1116:1.02991 1206:0.924854 1207:1.28488 1213:0.891885 1447:0.859219 1598:1.01396
4:1.42231 27:0.801953 90:0.808431 105:0.984722 209:0.895165 260:0.856937 328:0.806885 354:0.913734 395:0.885443 549:0.860641 625:0.826025 881:0.834336 956:0.810802 967:0.842197 990:0.909976 1515:0.841415 1516:1.35141 1535:1.32895 1613:0.799736 3187:0.81243
73:0.825364 337:0.825061 342:0.901006 498:0.869638 563:0.867557 935:1.39201 1006:1.02125 1197:0.857498 1546:1.32939 1842:0.886085 1906:0.815001 1927:0.99384 1976:1.17438 2141:0.816664 2156:0.805565 2316:0.807001 2520:0.863681 3424:1.01086 3431:0.804993 3547:0.814271
4:1.27608 10:0.885073 11:1.00572 14:0.899927 27:0.904046 29:1.09295 31:0.914233 56:0.982339 89:0.826481 185:1.24494 209:0.869533 233:0.8322 305:0.835674 324:0.857095 417:0.844623 564:0.85356 567:0.856858 576:0.868522 711:0.831227 953:0.839955
11:1.0171 13:0.855154 14:0.848226 33:0.919884 35:0.84341 55:0.885655 71:1.52921 72:1.45305 83:0.909043 88:0.861668 102:0.841325 188:0.865128 205:0.856728 274:0.868799 287:0.918054 305:0.928571 315:1.02178 330:0.911108 407:0.843775 623:0.857811
105:0.9276 184:0.844168 209:0.853213 217:1.18406 261:0.85098 264:0.882671 337:0.837953 343:0.986036 363:0.99475 429:1.35857 779:0.951823 787:0.845819 998:1.2884 1179:0.871329 1273:0.90557 1449:0.916794 1921:1.33186 2757:0.824771 2850:0.852122 3669:0.944148
0:1.02717 54:0.847641 390:0.876816 391:1.49781 413:0.87836 513:1.03197 547:1.2518 590:0.849902 634:0.935828 657:0.858372 707:1.09756 718:1.11398 720:0.898209 824:1.1305 991:0.999937 1038:1.09172 1117:0.91731 1408:0.907062 1807:0.853454 2690:0.857313
4:1.21696 11:0.96437 98:1.15437 120:0.851384 146:0.840309 147:0.918663 162:0.915878 191:0.923431 193:0.874061 224:0.862485 228:0.944548 247:0.929234 248:0.890329 269:0.836731 777:0.898144 778:1.02099 977:0.883744 1301:1.09524 1532:0.837695 1724:0.90228
0:1.16088 384:1.00219 1190:0.893297 1255:0.887669 1256:0.999023 1257:1.04082 1309:0.907118 1310:0.981263 1311:1.07877 1312:1.09395 2905:1.47275 2965:0.901398 2966:0.949098 2968:0.985567 2969:0.901342 2970:0.899291 2971:0.935109 2972:0.906489 2975:1.10523 2992:0.932679
149:0.900373 239:0.851272 240:0.874104 310:1.04111 323:0.856978 333:0.852781 388:1.02985 563:1.01626 568:1.12111 611:0.842038 630:0.827316 847:1.09887 973:1.0747 1349:1.01762 1377:1.24155 1378:1.02418 1384:0.866336 1431:0.880605 1459:0.855057 1552:0.820999
55:0.822963 64:0.957211 142:0.921979 283:0.874076 292:0.833597 293:0.827342 305:0.826664 308:1.15591 311:1.05656 430:0.832453 435:0.986945 636:0.833373 673:0.872858 1486:1.12298 1909:1.12095 1929:0.834933 2459:0.971096 2754:1.00519 2854:0.946859 2855:0.950445
361:0.940531 454:1.07595 516:0.917453 556:0.844271 590:0.958852 638:1.15577 641:1.02042 642:0.834729 797:0.836703 820:0.899747 1211:0.858317 1265:1.01188 1266:0.863081 1328:0.908196 1446:0.84264 1584:0.882962 1667:0.917278 1855:0.942139 2005:1.06922 2368:0.84284
24:0.899136 31:0.809896 92:1.13518 161:1.0959 179:0.836783 274:0.81255 275:0.855529 282:0.883594 449:0.819646 479:0.885295 555:0.840694 616:0.836428 770:0.813436 842:0.840058 1174:0.8279 2087:0.822155 2289:0.849724 2536:0.838568 2637:0.831982 3150:0.840181
153:0.827814 195:0.850787 436:0.975685 511:0.902243 1248:0.868788 1275:0.911185 1565:1.03551 1662:0.873562 1844:1.34812 1848:1.33342 1849:1.31244 1876:0.80953 1893:1.17221 1924:1.07487 1946:0.813267 2066:0.821643 2636:0.848549 2811:0.82795 3149:0.845833 3279:0.843402
16:0.92033 45:0.902 78:0.83968 109:0.863529 110:0.805494 111:0.83952 133:0.813946 197:0.838261 199:1.02665 378:0.951337 379:0.867932 669:0.862537 670:1.08596 793:0.804803 801:0.897044 882:0.831009 1040:0.814991 1318:0.813574 1426:0.813423 1464:0.855839
72:0.931486 158:0.850855 205:0.835816 220:1.3922 239:1.15122 257:0.837959 268:0.861245 271:0.921947 310:1.27156 326:0.874855 346:0.875204 681:0.860118 952:1.52133 1061:0.977379 2675:0.83057 2709:0.912868 2949:0.868528 2984:1.1765 3385:0.885337 3607:0.836206
4:0.922963 41:1.04512 45:0.967168 479:0.919778 551:0.975633 557:0.844312 734:0.975203 865:0.924542 1039:0.861099 1040:1.30127 1041:1.1618 1117:0.87909 1155:0.879868 1156:0.874605 1157:0.874621 1274:0.906439 1332:0.870297 1588:0.84868 1591:0.978015 1747:1.01443
0:1.0815 2:0.8762 260:1.18015 328:1.46699 413:0.93884 547:0.891859 549:1.33484 577:0.800137 625:1.32418 1140:0.83997 1190:0.957896 1273:0.871993 1280:0.807987 1332:0.805066 1408:0.960679 1547:0.880496 1671:0.798802 2138:0.826189 2752:0.803987 3724:0.79503
321:1.10099 371:0.888219 416:0.858511 450:0.860028 471:1.59333 472:1.39805 493:0.873078 505:0.872529 729:0.848956 961:0.942981 1025:0.893313 1129:0.941113 1170:0.846805 1286:0.876752 1470:1.28855 2029:0.861019 2434:0.84801 2435:0.863549 2845:0.862706 3212:0.876276
9:1.0095 11:1.22226 19:0.950182 22:1.03213 29:0.986889 33:0.877297 48:0.897736 55:0.953929 84:0.892444 88:0.992879 171:0.865249 205:1.00951 208:1.11694 233:0.875962 282:0.924539 381:0.835183 417:0.9127 599:0.840402 702:0.832797 1672:0.853288
436:0.899712 451:0.833567 452:0.938318 511:0.883829 1146:0.862633 1211:0.895509 1248:1.01362 1275:0.951042 1565:0.891786 1844:0.942495 1847:0.868603 1848:1.1621 1849:1.15322 1893:1.20511 2020:0.819128 2066:0.818845 2220:0.842136 2555:0.836407 2636:0.907823 2873:0.865307
22:0.906286 29:0.869946 46:1.00588 72:0.991189 130:0.916487 268:0.898931 279:1.21643 310:0.900191 314:1.10505 338:0.884135 352:0.919351 366:0.837336 501:0.893906 585:0.982597 675:0.870329 678:0.90569 684:0.863618 1235:0.854439 1809:0.87792 2073:0.888801
416:1.36659 450:0.999403 471:1.54481 472:1.29282 493:0.829806 505:1.15882 961:0.887878 1170:0.887597 1360:0.867568 1470:1.3479 1775:0.843746 1862:0.988128 1961:0.970243 2168:0.873809 2473:1.00094 2835:0.841176 2845:0.832492 3180:0.909665 3326:0.849174 3760:0.908686
132:0.959835 389:0.886972 602:1.04267 629:1.11677 633:1.21048 657:1.27434 670:1.46739 671:1.2643 721:0.964699 781:0.890673 782:0.894643 839:0.889004 910:0.926038 928:0.898593 929:0.881177 997:0.877053 1068:0.893963 1304:0.910505 1688:1.01407 2006:0.969185
0:1.07153 1:1.13785 2:1.15257 36:0.844107 77:1.20508 78:0.858888 79:1.29592 80:0.884543 101:0.887952 214:1.07816 219:0.844498 243:0.856905 508:0.867665 548:0.820187 915:0.890652 1058:0.825797 1059:0.834587 1060:1.01668 1620:0.820147 2332:0.845952
166:0.872304 195:0.808823 286:0.917352 289:1.43217 321:0.980986 322:1.1033 414:1.09727 416:0.798901 1627:0.857459 1729:0.802966 1939:0.803797 2012:0.828863 2323:0.833068 2720:0.815229 2889:1.40306 3034:0.82046 3578:0.857341 3779:0.921021 3868:0.804823 3888:0.844567
448:0.895307 450:0.900667 471:1.38348 472:0.830745 647:1.03925 783:1.45267 1004:0.888713 1240:0.831492 1462:1.42533 1675:0.833292 1906:0.837848 2192:0.906978 2193:0.900483 2232:0.865381 2327:1.02798 2359:0.887465 3009:0.840157 3070:0.839725 3179:0.949565 3253:0.899187
63:0.823589 109:0.87838 333:0.889579 415:0.890207 444:0.882617 564:1.45482 567:1.5243 590:1.32696 655:0.840105 747:0.848724 884:0.906744 899:0.82279 901:0.856749 921:1.42216 1033:1.16863 1193:0.906465 1258:0.874248 1462:0.856767 2130:0.842024 2368:0.846889
4:1.06666 109:1.33574 110:1.09583 400:1.20325 459:1.32991 558:0.983217 633:0.959895 657:1.13705 671:0.995958 749:0.981847 750:1.19795 751:1.06962 752:0.928288 788:0.900742 811:0.902322 839:1.03055 926:0.860497 978:0.913027 1065:0.957964 1199:0.899154
333:1.27188 419:0.84984 447:1.22454 468:1.0507 606:0.902256 714:0.851533 757:0.882061 860:1.05751 863:0.867644 879:0.885444 1152:0.967207 1286:0.922574 1343:0.863522 1934:0.895873 1991:0.85618 1993:0.844043 1997:0.865065 2002:0.951686 2003:0.940791 2313:0.883485
543:0.867595 547:0.895302 626:1.53713 664:0.877556 704:1.37054 705:1.42928 707:1.03897 815:0.919692 837:0.911006 838:0.887434 864:0.913419 869:1.03154 1081:1.0445 1091:0.853946 1169:0.978407 1361:0.887224 1606:0.962086 1656:1.01012 2560:0.902226 3347:0.913396
4:0.959075 62:0.95965 109:0.865361 110:0.908231 382:0.835724 400:1.52034 422:0.847744 423:1.03025 459:0.853989 465:0.948481 608:1.0022 621:1.13128 647:0.882263 648:1.17431 738:1.01921 739:0.956553 747:0.913807 788:0.878766 1034:1.03129 1035:0.838284
9:1.11283 23:1.0603 46:1.02234 129:0.826447 131:0.904854 140:1.01641 203:0.973223 245:1.0446 268:1.13059 283:0.974467 284:0.823286 385:0.917809 585:0.848139 604:0.829038 635:0.925463 678:1.38574 1813:0.887159 2116:0.836751 2117:0.848592 3483:0.937729
97:0.944978 184:0.866399 238:0.939435 293:0.83903 416:0.989972 498:1.31924 499:0.840187 775:0.907567 935:1.20803 936:0.849729 940:0.925711 1109:0.934408 1591:0.833847 1930:0.980078 1982:0.923199 2152:0.988948 2316:0.88356 2323:0.843138 2383:0.875697 3260:0.921463
164:0.972202 169:0.985843 280:0.886656 363:0.854271 429:0.875536 649:0.973455 1190:0.878486 1273:0.866767 1332:0.867884 1411:1.01005 1449:0.8853 1473:0.833588 1481:0.904551 1721:0.855923 1961:0.875499 2904:1.26934 2905:1.00843 2989:0.902696 3399:0.920221 3449:0.850782
451:1.0249 454:1.24488 515:1.16003 516:1.22438 542:0.820562 590:1.00658 925:0.864332 1087:0.922867 1210:0.855937 1356:0.84744 1439:0.827487 1440:0.88216 1443:0.957181 1487:0.90342 1490:0.879593 1947:0.826687 2067:0.837548 2109:0.833443 2314:0.886253 2515:0.851185
81:1.30434 328:0.886354 369:0.886091 563:0.947742 799:0.860429 910:0.862663 992:0.889821 1070:0.862071 1164:0.865951 1411:0.880058 1487:1.06632 1580:0.899007 1623:0.971795 1624:1.16555 1728:1.06358 2176:0.909862 2468:0.865738 3103:1.02543 3105:0.87224 3440:1.03318
129:1.46961 181:0.951128 321:0.817626 610:0.867272 829:0.850065 935:0.853637 1152:0.871025 1381:0.87837 1430:0.957059 1462:1.15824 1501:0.857004 1523:0.835575 1898:0.884048 1899:0.90189 2118:0.90668 2301:1.00328 2385:0.839255 2520:0.846577 2565:0.913518 3275:0.830991
4:0.868842 41:0.892598 181:0.971416 239:0.856452 321:0.891245 400:1.04215 421:1.16661 503:1.23728 612:0.826904 622:1.41264 626:0.935511 659:0.83147 718:0.866076 864:0.842871 973:1.36135 1281:1.06304 1325:0.863979 1381:0.878752 1384:0.943568 1745:0.839491
92:1.25268 161:1.42452 275:0.961731 279:1.02089 314:1.32746 479:0.85282 1039:0.980614 1094:0.899635 1977:0.812528 2110:0.797864 2119:0.832524 2251:0.842839 2322:0.86373 2441:0.822827 2683:0.934957 2687:1.23425 2856:0.8058 2865:0.860354 3207:0.809027 3208:0.853913
72:0.887614 180:0.869193 220:0.850784 239:1.31224 310:1.32795 373:0.848287 388:0.849812 503:0.860513 610:0.952943 611:1.01667 622:0.850533 659:0.893789 698:0.844775 843:0.98572 952:1.13463 973:1.08751 1326:0.851741 1506:0.853408 1516:0.88753 1722:0.911683
85:0.948405 86:0.94995 92:0.801097 161:0.807227 179:0.791202 275:0.807747 284:0.799654 407:0.821324 448:0.794289 573:0.81999 635:0.825284 761:0.877966 775:0.932331 784:0.886808 794:0.793755 1865:0.884402 2289:0.78782 2430:0.817606 2640:0.882784 3358:0.809552
0:1.1563 1:1.11704 79:0.908936 81:1.02015 296:1.02167 391:1.38049 404:0.91436 413:0.950936 547:1.20218 548:1.05048 590:1.20185 634:1.16471 707:0.961437 718:1.05948 824:1.01598 991:1.05797 1038:0.910778 1108:0.963688 1352:0.909951 1807:0.901951
59:0.843584 73:0.89956 732:0.868605 772:0.814266 935:0.835103 1168:0.950439 1730:0.859111 1901:1.0954 1902:0.90314 1903:0.898774 1904:0.818086 1907:0.838324 1922:0.969606 1926:0.833704 2211:0.821642 2262:0.82769 2264:0.837061 2316:0.856786 3423:0.862063 3550:0.84738
72:1.17079 175:0.890193 177:0.933254 205:0.922339 207:0.90074 220:1.44251 239:1.24424 310:1.44554 681:0.904742 701:0.883844 952:1.39128 1061:0.948287 1326:0.863607 1365:0.874803 1432:0.868471 2409:0.953414 2709:0.921798 2984:1.13298 3310:0.887147 3412:0.867985
239:1.16671 254:0.814825 310:1.1571 388:0.977525 421:0.880225 584:0.973452 589:0.836399 705:0.871597 952:1.08857 973:1.02773 1279:0.946771 1349:0.841909 1365:1.00048 1387:0.84027 1432:0.960295 1606:0.904199 1745:0.82602 1861:0.866023 2676:0.821992 2724:0.837413
11:1.11673 21:0.847297 23:1.22241 27:1.46974 29:0.926087 48:0.834944 96:0.817592 209:0.821722 227:0.952651 238:1.27242 289:1.10736 319:1.04953 324:0.816663 355:0.820297 414:0.823871 583:0.891291 881:0.881109 990:1.1822 1525:0.91023 1725:0.81984
118:0.931317 119:1.17625 120:1.28236 178:1.0549 191:1.33324 195:1.18252 219:0.981365 229:1.2758 280:0.909486 553:0.957697 607:1.38771 777:1.12188 778:1.13186 977:1.41573 1402:1.10624 1415:0.913187 1732:0.967253 2451:1.19761 2495:0.963224 2595:0.960462
72:1.10763 119:0.856061 205:0.90776 220:1.11374 229:1.04021 239:1.23927 252:0.888447 278:1.17392 310:1.10321 684:0.840531 710:1.0592 843:0.888952 952:1.06552 1061:0.939899 1326:1.32298 1683:0.85361 2073:0.922234 2709:0.840147 2984:0.981992 3014:0.919318
81:0.857286 169:0.853719 491:0.917859 522:0.88683 652:0.886078 734:0.907701 799:0.915465 800:0.947036 858:0.838178 910:0.95437 1164:0.911302 1166:0.832014 1206:0.861374 1330:0.845628 1332:0.934216 1438:0.901911 1481:0.852064 1541:0.855363 1666:0.845581 3398:0.829394
166:1.32464 167:1.30591 286:1.13675 504:0.941102 543:0.91423 562:1.2618 626:0.878165 658:1.58452 659:1.3754 662:1.15453 663:1.14343 664:0.940327 703:0.849282 705:0.992333 709:0.886068 711:1.00838 712:0.864722 825:0.851301 864:0.885069 1091:0.864159
124:0.923518 169:0.879012 426:0.846618 475:1.05448 925:0.859553 1047:0.955703 1140:0.923391 1187:0.829016 1455:1.00546 1659:0.866539 1848:0.841757 1849:0.895587 1893:0.879947 2108:1.12916 2365:0.925023 2751:0.8402 2872:0.860071 2873:0.853181 3088:0.916135 3635:0.834665
16:0.811515 72:0.81137 216:0.770331 220:1.13127 237:0.771788 239:0.986859 310:0.804141 321:0.788031 342:0.784571 415:0.952285 589:0.822435 636:0.77017 952:1.23911 1061:0.851578 2984:0.77335 3452:0.778174 3605:0.77709 3607:0.772766 3672:0.843488 3801:0.804105
0:1.18732 1:0.829591 2:0.907037 115:0.856021 154:0.822347 259:0.869568 303:0.878065 363:1.04999 547:0.824557 549:1.12041 615:1.23721 625:0.854907 650:0.906357 743:0.819389 927:0.834813 1166:0.836467 1187:0.858203 1236:0.825067 1239:0.864267 3296:0.837432
0:1.14678 4:1.2113 213:1.0381 240:0.876205 302:0.892651 391:0.92872 400:1.3112 404:0.865271 547:0.851075 629:0.884112 634:0.859508 650:1.24372 670:0.874897 746:0.869218 757:0.956355 849:0.95251 850:0.971263 907:1.07781 1154:0.928634 1268:0.893034
5:0.891224 7:0.896516 81:0.906362 169:1.02754 328:0.857483 524:0.922779 615:0.915363 668:0.856754 670:0.87187 734:0.867914 743:0.856341 800:1.04103 910:0.931246 1076:0.861763 1095:0.921615 1206:0.85607 1231:0.911785 1411:0.933002 1421:0.946577 2139:0.885852
4:1.33399 11:0.80115 400:1.45144 417:0.800862 431:0.84772 441:0.813689 462:0.971796 463:0.822174 464:0.886411 468:0.95324 529:0.803664 531:0.935963 608:0.816518 618:0.920791 621:0.848486 714:0.822371 725:0.889376 788:0.838853 859:0.833778 863:0.862113
19:0.825523 28:0.835259 48:0.913276 59:0.835802 62:0.863605 74:0.813604 76:0.997619 88:0.835122 164:0.818328 236:0.815696 339:0.860472 348:0.981732 424:0.843511 758:0.815935 1300:0.816081 1472:0.873175 1475:0.8494 1545:0.873162 1609:1.02297 2549:0.90322
181:0.858983 309:0.918601 416:0.830965 471:1.18096 472:1.16391 493:0.873353 921:0.803621 961:0.960519 1430:0.877285 1462:1.48935 1523:0.855627 1675:0.804049 1758:0.826298 1999:0.92665 2445:0.80975 2449:0.839788 2565:0.81405 3048:0.981764 3180:0.812406 3810:0.805386
81:0.903619 522:0.976125 524:0.875486 652:0.991784 800:1.05089 910:1.08609 1095:0.884094 1215:0.949281 1216:0.898041 1231:0.875464 1411:0.856482 1421:0.89344 1438:0.869944 1481:0.939025 1541:0.873143 1571:0.88774 1598:0.893941 1666:0.928162 2242:0.856442 2747:0.861625
14:1.30474 29:0.961869 175:0.864165 227:0.840665 239:0.848056 286:0.833597 400:0.814224 503:0.860124 611:0.843454 658:0.804595 659:1.19518 662:0.847455 663:0.85284 665:0.843391 870:0.826649 952:0.826194 973:0.926525 1525:1.0112 1569:0.850994 1812:0.815543
4:1.27102 14:0.951621 30:0.849402 260:0.798742 328:0.958962 354:1.00134 367:0.820725 382:0.827807 383:1.26334 384:0.782753 525:0.778334 734:1.33105 886:0.787499 1001:0.814976 1116:0.807346 1136:1.29855 1143:0.841004 1213:0.81327 1339:0.783879 2500:0.863476
320:0.867361 447:0.847711 450:0.946471 471:1.30925 729:0.918612 794:0.870665 1025:0.97596 1170:0.849405 1235:1.25837 1286:0.837971 1500:1.2812 1626:0.839115 1696:0.88854 1962:0.943392 2069:0.906921 2230:0.987261 2302:0.931251 2359:0.933272 2440:0.970262 2578:0.85341
37:0.860841 46:0.894215 58:0.837977 64:0.943068 72:0.904815 140:1.00727 207:0.941579 279:1.16826 310:1.01405 314:0.830825 388:0.834048 501:1.06514 595:0.877483 675:0.840896 678:0.902584 680:0.946521 684:0.88378 699:0.874174 1880:0.844084 3452:0.84412
5:0.926956 7:1.02814 8:1.04527 156:1.31741 317:0.895181 357:1.14173 363:1.03263 378:1.06336 386:1.07391 743:0.946711 876:0.856291 894:0.95212 982:0.929676 1187:0.99276 1482:0.945578 1946:1.01907 2082:0.880702 2225:0.866971 2600:0.974669 2615:0.896723
0:0.886942 36:1.23451 79:0.963879 80:1.11551 118:0.857738 178:0.920132 214:0.882959 459:0.867808 558:1.10151 746:1.06512 748:0.998485 749:1.06793 812:0.966812 813:0.913323 839:0.941065 915:0.923303 1036:0.904137 1192:0.86193 1368:0.883357 3270:0.864484
61:0.940849 109:1.2689 110:1.14472 199:0.92957 400:0.930972 459:1.20153 564:0.972811 657:1.09656 671:0.898895 726:0.883311 750:1.38451 751:0.945196 789:0.930612 811:0.908079 839:1.01594 889:0.89597 1167:0.88513 1331:0.911131 1412:0.893233 1602:0.895601
16:1.11168 63:1.09138 378:0.817291 564:0.91331 567:1.15264 590:1.16612 655:0.919496 710:0.930918 1000:1.38837 1033:1.18261 1065:0.814929 1079:0.832541 1089:0.893184 1144:0.832921 1209:1.01287 1453:0.825549 1614:0.824742 2015:0.850021 2102:0.960491 3700:0.851527
0:1.06634 36:0.868833 390:0.877966 391:1.43426 495:0.846017 590:1.14936 628:0.887299 630:0.970599 634:1.07523 707:1.13863 710:1.03673 712:0.867649 718:0.880829 781:1.02855 824:1.25277 919:0.863431 920:0.863827 1038:1.05885 1464:0.841608 2690:0.842702
4:1.19927 52:0.839676 97:0.877009 238:1.42497 289:0.950683 293:0.991329 311:1.15718 319:0.917818 399:0.848304 400:1.23635 414:1.05091 497:0.867794 498:0.997788 499:0.898644 630:1.01974 662:0.883427 870:1.1096 937:0.841306 941:0.9058 1022:0.876055
218:0.892977 309:0.911813 321:0.956746 322:0.851408 337:1.05323 481:1.20208 998:0.888806 1029:1.08894 1031:1.11391 1285:0.979519 1882:0.848145 2839:0.853811 2905:0.998769 2934:0.871502 2999:1.0374 3224:0.868269 3525:1.01181 3609:0.954641 3675:0.876746 3812:1.02965
36:0.788488 78:0.946751 125:0.882547 126:1.07188 127:0.771307 298:0.822113 379:0.799718 626:0.786258 707:0.862739 837:0.788769 972:0.807001 1092:0.877657 1117:0.838632 1147:0.819611 1361:0.846635 1429:0.788633 1433:0.768186 1918:0.826297 1967:0.771215 1968:0.8072
21:0.85135 22:0.820133 50:0.805281 136:0.826417 169:0.830928 220:0.80832 227:1.24138 253:0.825835 286:0.994906 324:0.818773 338:0.915029 709:0.798475 774:0.8627 935:0.917475 1486:0.801076 1506:0.811598 1835:0.816095 1928:0.880542 2406:0.808523 2603:0.841486
4:1.10837 61:0.88801 197:0.879372 232:0.806275 233:0.821774 242:0.812376 400:1.51777 423:0.807037 464:0.803538 510:0.805195 564:0.898632 608:0.862168 621:0.993187 633:0.822316 671:0.919013 740:0.81374 757:0.890822 900:0.841456 975:0.823303 1167:0.859027
21:0.836648 25:0.84763 30:0.837606 37:0.935922 276:0.890116 376:0.84669 473:0.933528 538:0.862029 590:0.848437 668:1.01248 714:1.06444 820:0.938104 1099:0.94072 1105:0.938547 1132:0.835644 1437:0.81769 1539:1.06165 1540:0.864724 2135:0.828495 3151:0.889338
41:1.04054 45:0.974079 400:0.913682 522:1.1537 524:0.898372 525:0.881804 526:0.85903 633:1.27291 672:0.90816 746:0.895957 752:0.855788 769:0.944248 909:0.913671 1116:0.872111 1207:0.888218 1251:0.874707 1252:0.911343 1253:0.871561 1570:0.848041 1643:0.853896
81:0.83155 125:0.844378 126:0.799096 149:0.797701 239:1.10686 503:1.00088 589:0.887285 610:0.830847 611:0.961018 734:0.821522 802:1.0192 886:0.869336 925:0.841095 1117:0.817833 1349:0.815745 1453:0.81995 1738:0.981327 1798:0.835004 1839:0.798941 2633:0.847893
22:0.911459 68:0.869083 407:1.02113 446:0.85168 447:0.920379 450:0.85449 462:1.10851 468:0.976645 472:0.882345 538:0.902195 761:0.85911 784:1.37726 863:0.947163 1885:0.938236 1993:0.918226 2267:0.867139 2276:1.05451 2416:0.891837 2430:0.888051 2578:0.900066
105:0.837358 424:0.891691 477:0.959321 478:0.890032 563:1.20836 1230:0.846007 1290:1.1474 1571:0.845738 1617:0.854922 1618:0.942365 1717:0.869311 1718:0.913788 1798:1.13505 2285:0.847449 2784:0.934143 3113:0.846643 3188:0.883302 3197:0.861157 3221:1.02579 3289:0.967276
14:0.77941 26:0.737034 211:0.7314 227:0.733224 319:0.811855 368:0.734916 399:0.748327 750:0.766734 751:0.778907 994:0.752888 1467:0.786398 1591:0.802438 1797:0.747229 1892:0.763666 1919:0.730814 2025:0.843788 2406:0.742371 2906:0.741573 3151:0.764563 3157:0.995575
0:1.26158 1:0.941049 4:0.918759 154:0.891805 242:0.85891 296:0.967025 303:0.90975 389:0.875082 390:0.884536 400:1.15549 404:0.842582 413:0.904042 547:1.12478 809:0.855713 854:0.872132 915:0.869597 919:0.83703 1108:0.989792 1190:0.904215 1351:0.917023
9:0.832882 11:1.36185 22:0.810804 27:0.992456 31:0.835736 71:0.863693 89:0.808837 127:0.805422 150:0.844787 279:0.808798 400:0.903496 431:0.890369 458:0.808313 469:0.800655 470:0.834657 490:0.912909 491:0.869999 500:0.895959 1473:0.796974 1672:0.912784
14:0.912455 155:0.825719 189:1.19792 259:0.823008 389:0.845287 390:1.01703 415:1.19817 547:0.891995 575:1.01266 2032:0.966801 2130:1.10835 2431:0.828799 2535:0.821037 2551:0.980788 2645:1.35215 2732:0.876794 2824:0.855062 2892:0.846125 2964:1.03838 3064:0.89638
14:0.933422 44:0.958486 60:0.844832 62:0.907301 64:1.01543 101:0.880579 102:1.36301 141:1.31852 188:1.06265 231:1.02406 250:0.860098 270:1.16402 290:1.1033 376:0.843467 383:0.926188 470:0.932604 2213:0.935815 2214:0.917329 2500:0.891077 3182:0.902533
36:0.991385 49:0.980807 60:0.880736 92:0.813346 145:0.83916 161:0.809557 231:0.844769 257:0.896144 270:0.815011 565:0.805334 566:0.870108 596:0.834755 785:0.797075 1006:0.845862 1506:0.801108 1513:0.830349 1797:0.884035 1945:0.799205 2264:0.796678 3270:0.842239
11:0.915915 13:0.842895 24:0.849649 35:0.865381 49:0.859734 64:1.19203 71:1.21808 72:1.48966 96:0.861247 153:0.864229 188:0.854686 279:0.95193 315:1.19264 330:1.08293 376:0.855868 501:0.859774 502:0.978483 595:0.871143 765:1.00935 2754:0.888668
21:0.831652 37:0.795478 81:1.19229 156:0.763614 169:0.800804 349:0.769128 518:0.891785 543:0.812795 585:0.772653 769:0.906425 774:0.9155 819:0.797933 869:0.767982 1076:0.763602 1118:0.767399 1672:0.776597 1675:0.791541 1827:0.780193 1833:0.787131 2666:0.769859
81:0.815609 82:0.822898 103:0.824907 217:0.972789 239:0.882609 254:1.00864 397:0.931012 563:1.1305 622:1.12962 779:0.847347 881:0.803027 952:0.795927 973:1.11077 990:0.850976 1054:0.83988 1281:0.985958 1300:0.812731 1382:0.916953 1459:0.921244 1743:0.792771
218:0.929885 280:1.17361 309:0.816345 415:1.3232 420:0.816859 471:1.26529 472:0.854949 998:1.07174 1006:1.19516 1464:0.869538 1616:0.842041 1826:0.839147 1920:0.914612 1969:0.827123 1985:0.927661 2232:0.869014 2434:0.839922 2472:0.83322 2503:0.800613 3400:0.832278
6:0.771572 36:0.811211 37:0.759402 222:0.80486 232:0.778491 374:0.773871 842:0.756779 967:0.762822 1049:0.849418 1051:0.75527 1053:0.831459 1609:0.786323 2566:0.759085 2806:0.794278 2942:0.763936 2983:0.893544 2985:0.780508 3191:0.857248 3192:0.892475 3193:0.841285
44:0.922547 49:0.808207 64:1.0746 141:0.892977 145:0.831621 188:0.913295 227:0.856857 276:0.840844 277:0.810757 366:0.826251 376:0.964556 430:0.952591 502:0.929813 765:0.852604 1099:1.03545 1437:1.17507 1797:0.870778 2040:0.891802 2754:1.15185 3182:0.877394
415:0.916158 442:0.949871 590:0.806518 710:0.878995 761:0.874284 783:0.850523 784:0.831683 1435:0.779851 1478:0.808603 1823:0.76933 1834:0.772022 1860:0.792597 1915:0.819895 1942:0.77143 2028:0.792586 2102:0.788012 2235:0.849565 2430:0.802087 2512:0.784748 2590:0.78616
23:1.45208 46:0.907424 72:1.03986 129:1.35927 140:1.49797 168:0.987241 184:0.895725 185:0.873027 310:0.91798 343:0.883688 354:0.961916 355:0.874838 396:0.952691 611:1.04126 673:0.90494 1062:0.985805 1506:0.869632 2278:0.904736 2757:0.952839 3273:0.896744
