3865 3956
300:0.990035 415:1.09399 442:1.15079 487:0.846991 590:0.826339 631:0.787165 870:0.812382 897:0.820964 995:1.03408 1086:0.847616 1725:0.843251 1754:0.826147 1759:0.784352 1875:0.830335 1940:0.90453 2142:0.809802 2143:0.807654 2235:0.785926 2512:0.783733 2590:0.785097
63:1.072 133:0.922238 323:0.877903 378:0.869605 444:0.966888 564:1.43537 567:1.13024 582:0.89772 590:1.35759 655:1.1228 671:0.863143 710:1.06214 803:0.842406 852:0.91546 898:0.830626 1000:0.868931 1033:1.11753 1065:0.948758 1079:1.02184 1144:0.861572
218:0.822758 403:0.898985 415:1.26402 562:0.878217 626:0.824383 663:0.941216 703:0.824381 710:0.812362 725:0.822855 771:0.808387 824:0.968283 1169:1.13588 1434:1.40945 1465:1.15746 1553:0.881339 1557:0.80566 1646:0.853974 1754:0.806408 2503:0.84305 2577:0.809307
53:0.878183 391:0.982909 543:1.17693 590:1.21816 628:0.955131 629:1.03055 630:1.37196 666:0.957196 703:0.874172 707:0.832576 756:0.916778 781:1.07106 817:1.02335 843:0.81765 845:0.839374 861:0.917008 900:0.880291 1076:0.829476 1092:0.896423 1639:0.942339
62:0.818844 110:0.947933 193:1.04609 322:0.841613 384:0.895883 423:1.18494 648:1.12488 738:0.913319 739:0.835918 1034:1.07514 1036:0.902788 1449:0.844708 1500:0.820471 1786:0.851003 2503:0.839339 2727:0.964201 2752:0.82231 2905:0.828622 3215:0.863235 3399:0.837857
4:1.42576 14:0.826843 55:0.771869 90:0.901839 146:0.748615 170:0.922988 367:0.848082 449:0.754193 599:1.22373 701:0.770595 953:0.749915 1093:0.80882 1136:0.762297 1435:0.786533 1507:0.762017 1551:0.764173 1629:0.839782 1630:0.785557 1717:0.753779 2494:0.757792
4:0.835216 11:0.951277 27:0.926036 71:0.855807 77:0.843064 82:1.07457 98:1.01044 153:1.33757 217:1.16907 264:0.832263 282:0.873721 321:1.16957 322:1.24935 417:0.878876 573:0.852063 583:0.817098 616:0.862239 1401:0.858181 1849:0.859167 2135:0.81173
35:1.15548 55:0.881674 72:0.817282 96:0.904059 283:0.823882 287:0.987814 306:1.20228 322:0.845073 340:0.825464 435:0.823092 772:0.853239 785:0.91716 1892:0.971219 1904:0.829789 1909:0.84773 2043:0.826925 2785:0.864884 2807:0.886524 2854:0.829743 3213:0.898546
70:0.875228 72:0.947266 220:1.53647 239:1.44086 271:0.898563 310:1.42945 583:0.915431 589:0.915443 697:0.938025 709:0.970946 952:1.36324 1061:1.1995 1944:0.868062 2295:0.878084 2817:0.875298 2949:0.867302 2984:1.17368 3403:0.900761 3823:0.93093 3824:0.967569
590:0.848246 743:0.862942 1203:0.879197 1205:1.00768 1241:0.878049 1242:0.844726 1287:0.987208 1298:0.850244 1330:0.855366 1556:0.860726 1571:0.917442 1857:0.816041 1948:0.998787 1966:0.847532 1986:0.916121 1987:0.875694 2064:0.831379 2242:0.90788 3189:0.824818 3292:0.824179
63:0.928061 133:1.10627 358:0.853319 444:1.23106 564:1.52813 567:1.31742 590:1.35931 655:1.2816 671:0.86687 710:1.17838 737:0.834196 883:0.976987 898:0.833679 1000:0.839758 1033:1.24503 1065:0.909388 1079:0.933984 1114:0.819951 1193:0.869603 1705:0.874798
81:1.19009 328:1.04182 369:0.969849 734:0.876083 1041:0.834501 1117:0.905289 1164:0.892784 1252:0.850113 1253:0.838464 1254:0.859029 1289:0.851343 1318:0.9614 1332:0.897088 1453:0.892428 1455:0.883039 1598:0.856743 1863:1.0345 1864:0.882775 2040:0.832431 2383:0.846973
97:0.831737 238:1.00008 293:0.857432 498:1.44419 499:1.26949 505:0.916349 703:0.87235 710:0.920206 829:0.829701 935:1.30064 936:1.01739 940:1.08316 941:0.856975 1768:0.9022 1921:0.84978 2152:0.837817 2316:0.905898 2930:0.839022 3260:0.891933 3425:0.853168
36:0.957392 78:0.931273 98:0.805771 153:0.871969 157:0.871028 159:0.863534 214:0.843909 289:0.810944 379:0.784025 484:0.824551 971:0.79805 1058:0.812746 1399:0.93742 1400:0.783814 1401:1.08152 1726:0.8377 1727:0.825283 2135:0.85501 2296:0.795301 3844:0.797313
77:0.833222 167:0.822577 218:1.06045 292:0.963608 322:0.892693 416:0.826498 609:0.78777 647:0.803382 1842:0.835157 1906:0.971424 1926:0.785942 2110:0.806248 2191:0.787109 2262:0.804245 2360:0.779466 2376:0.864636 2379:0.77484 2853:0.967937 2854:0.940397 2855:0.901603
4:0.829107 134:0.886781 543:1.16844 544:0.851195 546:0.859632 590:1.04799 638:0.828625 722:0.853602 723:0.862513 724:0.852932 743:0.845035 817:0.88161 846:0.837665 1028:0.92516 1076:0.939012 1105:1.11956 1124:0.831703 1153:0.860797 1678:0.858073 2919:0.844394
127:1.00216 128:0.876286 169:0.854681 486:0.862831 490:1.17556 491:1.22644 623:0.925585 1042:0.972168 1125:0.919196 1205:0.903577 1287:0.998931 1298:0.878956 1504:0.899824 1511:0.881794 1816:0.906459 1948:0.858836 2153:0.879261 3189:0.9889 3292:0.912548 3363:0.856241
9:1.01117 10:0.861452 11:1.04453 13:0.993926 14:0.905716 21:0.969255 23:0.986612 28:0.93775 45:0.860369 55:0.942977 84:1.09387 96:0.928902 151:0.994882 227:0.946451 238:0.86563 293:0.884761 322:0.880813 370:0.887136 583:0.912122 616:0.909682
333:0.967706 447:0.82923 450:1.05717 471:1.52117 472:0.910506 647:0.857379 729:0.859556 783:1.46952 920:0.830956 1025:0.892189 1170:0.856715 1240:0.966151 1470:0.858029 1888:0.84745 1906:0.908892 2232:0.995887 2313:1.12677 2327:1.05078 2359:0.8587 3009:0.885829
25:0.860388 400:1.21733 447:0.947323 462:1.24996 463:0.899942 464:1.00809 468:1.12925 530:0.983293 531:1.07772 588:0.854295 606:0.85652 618:0.982131 621:0.872531 714:0.910988 725:0.91334 828:0.855693 863:0.869644 889:0.879555 1104:0.870672 1160:0.931738
121:0.965629 333:1.55564 419:0.848225 447:0.866302 471:1.11869 472:0.922306 961:1.1199 1011:0.826233 1152:0.879044 1170:0.949433 1369:0.836774 1464:0.846489 2029:0.837034 2076:0.869704 2276:1.02555 2433:0.878021 2649:0.903986 2696:0.832116 3070:0.911871 3349:0.905754
109:0.92412 110:0.862397 156:0.827629 460:0.876384 529:0.951194 550:0.837672 652:0.978204 726:1.06737 769:0.826178 789:0.844789 828:0.857592 978:1.12805 1014:0.841755 1198:1.11169 1199:0.897687 1200:0.879783 1216:0.863788 1331:1.07402 1369:0.836469 2108:0.825514
384:0.973633 677:0.871328 1032:0.891574 1255:1.16696 1256:1.23571 1257:1.26459 1310:0.873939 1311:0.925506 1312:0.871333 2509:0.95882 2905:1.37674 2966:0.893075 2968:0.990223 2969:1.01814 2970:1.20266 2972:0.930643 2975:0.890846 2976:0.871338 2995:0.996005 3010:1.18606
0:0.889457 1:0.894485 81:1.07158 154:0.932803 260:0.891318 296:0.955075 303:0.916904 391:0.929189 404:0.929129 405:0.947155 650:0.864293 734:0.959693 757:0.855991 817:0.907669 927:0.911002 932:1.01609 1108:0.930439 1352:0.862724 1385:0.917799 1664:0.871762
4:0.950416 239:0.842744 391:1.09469 400:1.40596 501:0.852762 608:0.845337 621:1.00983 630:0.826575 634:1.27965 660:0.8214 662:0.858718 664:0.882054 665:0.968811 695:0.824972 697:0.845359 703:0.924336 712:0.89648 825:0.847804 937:0.824234 2069:0.827461
292:1.13853 342:0.82894 699:0.827369 710:0.818241 775:0.876359 780:0.848862 1463:0.840877 1546:0.874754 1826:0.919507 1842:0.89535 1906:1.06062 1926:0.990862 1927:1.09633 1928:0.988132 1929:0.932407 2085:0.828729 2360:0.840108 2459:0.838562 2720:0.834386 2850:0.828541
4:0.990308 17:0.883648 29:0.884282 46:1.2692 72:1.46905 93:0.895271 252:1.34458 279:1.47747 310:1.31418 314:1.06224 366:0.904142 446:0.885521 501:0.953516 680:0.931992 684:0.905911 765:0.888188 2073:0.936047 2248:0.898852 2295:0.878709 3141:0.892241
97:0.899153 238:0.858008 293:0.868695 419:0.872493 498:1.46323 499:1.03014 935:1.30791 936:1.36503 940:1.34011 994:0.881513 1109:0.89403 1358:0.838371 1930:0.872828 1982:0.840916 2125:0.855897 2152:0.841016 2316:0.873827 3260:0.902938 3425:0.97646 3547:0.90142
92:1.44726 161:1.57886 266:0.866609 275:0.925892 434:0.842588 506:0.839522 634:0.848287 741:0.931343 842:0.87161 1039:0.909368 1237:0.87888 1977:0.950395 2251:0.869315 2488:0.908798 2536:0.863267 2559:0.883043 2687:0.840342 2815:0.848635 2865:0.862157 3150:0.864541
431:0.919518 484:0.985781 731:1.05569 1138:0.932775 1399:0.971113 1488:0.867311 1844:0.847315 1847:0.85179 1848:0.917201 1849:0.844734 1876:0.822833 1877:0.866936 1893:0.891353 2220:0.911248 2620:1.09603 2760:0.845324 2805:0.888303 2958:0.842902 3709:0.8963 3804:0.843902
2270:1.42342 2291:1.00897 2306:1.464 2380:0.992026 2905:1.48946 3015:1.50563 3027:1.47109 3029:0.997725 3031:0.914509 3037:0.918074 3039:0.963316 3040:0.93195 3043:1.04243 3052:1.07547 3053:0.9412 3055:0.971987 3059:1.12392 3061:0.927088 3063:0.973978 3067:0.910956
31:0.876095 407:0.82942 416:0.807219 447:0.812314 450:0.918047 462:0.934595 463:0.844916 464:0.9653 471:1.03618 472:0.894008 531:0.818413 647:0.96444 783:1.0763 784:1.21479 1328:0.810172 1869:0.804628 1885:0.907281 1914:0.842923 1938:0.830483 2180:0.850211
92:1.43367 161:1.46565 165:0.874701 275:0.908274 522:0.868014 526:0.842745 536:0.940683 741:0.88654 1080:0.889211 1131:0.94752 1977:0.896644 2096:0.901903 2377:0.852281 2462:0.867435 2488:0.941868 2493:1.01473 2566:0.867013 2688:0.845617 2891:0.84484 2937:0.849039
46:0.854308 103:1.13288 121:0.875198 333:1.20976 397:0.829462 471:1.23812 472:1.10061 563:0.898694 647:0.88167 1170:1.00278 1360:0.877168 1644:0.847017 1737:0.820205 2076:0.809325 2276:0.932879 2286:0.833205 2352:0.83149 3070:1.02802 3292:0.81683 3349:0.833964
63:0.812854 333:1.39731 564:1.39235 567:1.47873 582:0.828995 590:1.06547 613:0.839834 671:0.828906 821:0.846438 899:0.867178 903:0.855028 921:1.37754 1033:1.3331 1079:0.823333 1170:0.851046 1462:0.844996 1500:0.835332 1553:0.874348 1614:1.05399 2960:0.820492
41:0.856013 125:0.871482 181:0.89369 239:1.18346 420:1.15857 421:0.834111 503:1.10288 610:1.04599 612:0.928611 622:1.32018 718:0.862637 802:0.988737 973:1.08006 1279:0.90376 1281:0.95548 1376:0.842379 1381:0.884213 1384:0.97654 1745:0.857868 2333:0.840532
0:0.922233 1:1.10404 4:0.975473 16:0.873134 45:0.89857 154:1.11683 286:0.960656 400:1.2463 404:1.02244 444:0.880432 564:0.977387 590:1.23271 630:0.969858 656:0.89476 707:0.87614 823:0.883039 901:0.873033 902:0.952258 927:0.877987 1316:0.909668
21:0.793657 166:0.852504 167:0.863812 498:0.788634 710:0.884964 820:0.958723 876:0.790619 935:0.962437 1109:0.846181 1358:0.818556 1466:0.794822 1546:0.79772 1657:0.813985 1842:0.885296 1927:0.861955 1930:0.816781 1976:0.792813 2040:0.845134 2050:0.812864 2051:0.788623
191:1.11159 195:0.83715 321:0.818423 403:0.830487 562:1.00574 607:0.820116 778:0.827639 921:0.98415 977:0.849281 1434:0.847324 1694:0.925485 1906:0.835575 1921:0.936022 1990:0.882637 2257:0.814795 2323:0.849674 2495:0.882451 2650:0.851033 3116:0.879921 3783:0.814969
35:0.804613 82:0.810174 168:0.786423 203:0.792131 209:0.872931 217:1.37107 263:0.896848 264:0.869953 343:0.824369 429:0.971543 604:0.813948 779:0.820087 1053:0.814834 1273:0.797643 1449:0.881025 1784:0.82557 1921:1.10966 2211:0.798681 3649:0.786229 3669:0.805747
124:1.04706 134:0.796117 348:0.836631 350:0.795538 383:0.796046 424:0.804516 429:0.797714 517:0.858813 518:0.855034 686:0.807479 1054:0.858379 1118:0.825497 1289:0.810175 1330:0.836656 1455:0.924314 1474:0.835857 1921:0.804396 1935:0.8126 2124:0.838248 3723:0.803635
4:1.08398 166:1.07686 167:1.12048 286:1.08438 400:0.995686 543:1.05371 562:1.02663 626:1.00478 629:0.978185 658:1.3974 659:1.19921 662:1.05754 663:1.0009 664:1.05115 703:0.95243 705:1.07298 706:0.931968 711:1.06736 712:0.911268 825:0.940969
66:0.86293 508:1.21143 555:0.911146 743:0.843126 756:0.96544 845:1.21827 858:0.862192 911:0.900176 942:0.943969 944:0.928421 976:0.898715 1003:1.05812 1005:0.889135 1074:0.87343 1556:1.19795 2064:0.959289 2132:0.861202 2150:0.845647 2241:0.899359 2372:0.986342
343:0.887485 363:1.0746 380:0.859944 429:0.983785 480:0.847533 549:0.825611 551:1.37064 615:1.22354 1040:1.05302 1041:1.04478 1138:1.08683 1451:0.840685 1452:0.860111 1479:0.817015 1480:0.808408 1591:0.802884 2627:0.806601 2628:0.821259 2758:1.07898 3808:0.932993
73:1.22466 283:0.88109 710:1.00363 732:1.01864 935:1.18605 1006:0.875809 1197:0.910857 1730:0.985201 1884:0.920697 1901:1.08395 1907:0.915906 1922:0.873514 1953:0.885676 2264:0.952125 2265:1.00423 2339:0.91226 2342:1.01158 2631:0.920577 2929:1.00251 3424:0.87578
12:0.819196 13:0.962993 50:0.924629 86:0.801277 95:0.784068 137:0.809118 168:0.83264 185:0.797942 227:1.08538 292:0.798522 310:1.04704 343:0.822199 388:0.934572 501:1.02589 673:1.10517 766:0.791004 771:0.776596 780:0.867364 1053:0.848594 1525:0.814363
105:1.13434 363:0.952142 451:0.854341 452:0.899763 514:1.05651 563:0.945192 590:0.980603 615:1.1718 934:0.862065 1041:0.842338 1042:0.870393 1187:0.855283 1221:0.866525 1223:0.946893 1236:0.937289 1241:0.858684 1394:0.896337 1420:0.8938 1571:0.904038 1640:0.974279
426:0.864915 436:0.912727 511:0.88907 1020:0.851785 1211:0.919958 1248:0.926856 1275:0.903125 1565:1.13105 1662:0.949594 1844:1.11765 1848:1.27009 1849:1.39601 1893:1.10491 1924:1.03174 2066:0.856151 2111:0.97218 2173:0.847061 2555:0.888379 3149:0.863883 3278:0.849945
125:0.866595 239:1.02121 380:0.941724 420:1.04363 421:1.06796 610:0.948268 622:1.07725 802:1.3951 867:0.86632 952:1.13662 973:1.09899 1138:0.841396 1323:0.892999 1349:0.92259 1387:0.940583 1459:0.94819 1464:1.12232 1483:0.857749 1500:0.945723 2565:0.871278
203:0.828913 546:0.935642 590:0.921232 641:0.883895 642:0.834227 1028:0.840603 1105:0.973963 1117:0.884519 1174:0.870301 1266:0.844802 1414:0.848202 1558:0.842464 1736:0.82704 1827:0.991031 1828:0.89045 1833:0.852374 1947:0.910063 1951:0.833809 2004:0.835778 2734:0.860447
4:0.894317 8:0.830438 11:1.40828 21:0.960965 24:1.0871 27:1.16042 33:0.881321 56:0.827014 71:0.954213 82:0.991855 84:0.871766 87:0.840714 88:0.961489 89:0.830353 94:0.880159 98:0.823355 153:0.876004 211:0.830175 417:1.07441 583:0.81977
105:0.950796 469:0.833878 490:0.985247 563:0.869692 620:0.933804 623:0.846534 683:0.849114 967:0.909951 1138:0.907654 1172:1.0278 1187:0.836287 1516:0.908206 1519:0.995964 1521:1.04685 1536:0.950795 1613:0.884598 1631:0.842697 1714:0.868025 3392:0.849831 3416:0.849419
127:1.00015 156:0.846151 222:0.789642 357:0.800854 479:0.798258 491:0.880205 522:0.786398 800:0.86533 894:0.818874 1042:1.09939 1078:0.849249 1541:0.794428 1946:0.9214 2187:0.807872 2600:0.831728 2826:0.822265 3096:0.829853 3363:0.807236 3380:0.800826 3392:0.788942
371:0.822143 415:0.917148 416:1.14499 447:0.831267 465:0.818466 471:0.853487 529:1.31973 618:0.886666 619:1.06542 729:0.833583 789:0.821944 889:0.920848 890:0.856599 922:0.82887 978:0.849016 1470:0.837334 1500:0.844527 2286:0.988948 2296:0.854785 2664:0.830414
164:0.836925 416:1.35071 466:0.847418 471:1.25134 472:0.956518 493:0.995267 961:1.1267 1011:0.912678 1031:0.88846 1240:0.838275 1449:0.828533 1961:0.919182 2085:0.859035 2276:0.842939 2364:0.882594 2581:0.896359 2835:0.837199 2904:0.836607 2989:0.862262 3602:0.829096
85:0.924257 185:0.852518 203:0.818938 240:1.13766 262:0.834743 419:0.87077 562:1.34683 563:0.974622 597:0.858679 687:0.825987 699:0.878779 771:0.895876 1152:0.833295 1194:0.897262 1606:0.861727 1811:0.82192 1898:1.11089 1922:0.86055 1990:0.842091 2813:0.949606
19:0.903895 78:0.778617 232:0.797677 415:0.814285 447:1.17794 463:0.774464 464:0.847426 468:0.795162 523:0.796944 530:0.775623 860:0.774732 863:0.814011 897:0.773993 1314:0.77552 1749:0.782104 1993:0.88791 1997:0.935849 2229:0.776506 2506:0.774366 2578:0.872233
4:1.2975 11:0.913528 14:1.05887 26:0.837052 78:0.922212 102:1.01864 103:1.09164 141:0.822667 170:0.850721 217:0.902932 231:0.819183 244:0.845963 264:0.960884 270:1.17222 282:0.820481 290:0.880197 383:0.992304 470:0.825714 1054:0.820293 1339:0.861368
168:0.917421 181:0.818897 183:0.88492 239:0.897952 421:1.3521 501:0.874923 584:0.911727 622:1.3742 659:0.914479 843:1.36399 847:0.8546 952:1.10813 1279:0.84671 1281:1.22016 1300:0.849791 1366:0.844919 1459:0.864955 1554:1.02421 2295:0.821456 2949:0.820597
103:1.23896 320:0.876528 333:1.10477 397:0.851704 447:0.914001 450:0.977728 471:1.56417 472:1.27248 647:1.01434 729:0.911168 784:0.918028 1025:0.890352 1328:0.863448 1360:0.851192 1500:0.883802 1985:0.945662 2276:0.882705 2352:0.851936 3070:0.933993 3413:0.847994
471:1.26839 472:0.966272 505:0.750652 1285:0.744159 1343:0.813564 1449:0.844761 1462:0.984441 1464:0.869893 1928:0.757987 2085:0.759559 2192:0.813516 2276:0.773014 2353:0.801096 2378:0.845248 2434:0.770462 2667:0.786302 2837:0.743966 3048:0.745345 3505:0.772563 3810:0.787651
62:0.90951 227:0.927881 261:0.914742 329:0.895827 401:0.85084 460:0.886739 562:1.13534 699:0.918721 998:0.870625 1179:1.20967 1449:0.942391 1826:1.04028 1900:0.958836 1981:0.912468 2300:0.84766 2782:0.961081 2783:0.946912 2850:1.14088 2936:1.04051 3400:0.883026
133:1.16378 240:0.924931 597:0.871174 662:0.862335 703:1.23242 706:0.828681 765:0.83003 820:0.822464 870:0.822477 935:0.830106 1349:0.819726 1435:0.923291 1486:0.825787 1547:0.812824 1867:0.825555 1929:0.817345 1955:1.33665 2459:0.823425 2854:0.819363 3169:0.814505
4:1.28358 16:1.03996 63:0.966689 109:1.06279 133:1.05978 378:1.03929 400:1.4005 444:0.915201 564:1.22708 567:1.10187 590:0.915542 655:0.976573 657:1.00288 671:1.28971 747:0.977564 903:0.920485 996:0.939919 1065:0.885445 1079:0.907146 1113:0.902419
68:0.819277 169:0.80461 431:0.821591 462:0.960484 466:0.812638 531:0.857149 618:0.815037 783:0.812299 784:0.820042 1070:0.992928 1099:0.805681 1104:0.825051 1191:0.858184 1266:0.82295 1315:0.825464 1343:0.83993 1478:0.856565 1503:0.81265 1675:0.831271 1993:0.977588
7:1.14458 164:1.22049 415:0.972272 649:1.39724 1190:1.03525 1245:1.09209 1961:1.2838 2903:0.902765 2904:1.45737 2905:1.13894 2989:1.46569 3054:0.912143 3065:0.940123 3583:0.910201 3585:0.954207 3586:0.910142 3587:0.93856 3588:0.877277 3589:0.941776 3590:0.889708
7:0.927416 8:0.963802 328:0.892853 363:0.976532 524:0.891277 577:0.912193 670:0.9002 735:0.999001 800:1.10436 895:0.978713 1078:0.973846 1231:0.875099 1411:0.876737 1421:0.962451 1541:0.956762 1568:0.874789 1666:0.930946 2600:0.875688 3159:0.917641 3380:0.895249
85:0.838057 261:1.14491 419:0.862285 562:1.3852 596:0.874536 699:1.0686 705:0.991812 771:0.883233 810:0.863992 1179:0.947599 1634:0.846986 1826:0.986996 1883:0.849922 1916:0.854909 1923:0.881143 1979:0.946245 2355:0.946417 2653:0.860511 2850:0.923806 3400:0.850319
129:1.17755 321:0.847403 333:1.44524 396:0.974648 419:0.896426 420:0.909699 622:0.847029 921:1.10538 1430:0.955606 1462:0.994372 1771:0.85627 1899:0.945676 1921:0.869156 1976:0.869879 2116:1.01741 2117:0.879538 2301:0.881608 2565:0.879693 3275:0.836655 3551:0.871806
2270:1.45115 2306:1.42484 2324:1.02968 2356:0.873205 2905:1.3934 3015:1.38591 3019:0.898674 3027:1.44421 3029:0.906106 3031:0.927001 3039:0.929615 3040:0.953886 3043:0.961739 3044:1.07918 3046:1.0807 3050:1.05114 3055:0.897578 3059:0.897091 3061:0.894136 3063:0.902003
105:0.911827 363:1.07239 514:0.882391 540:0.884312 577:1.07047 615:1.42813 934:1.23476 1223:0.921833 1231:0.904588 1236:0.998155 1394:0.935623 1411:1.10458 1568:0.92461 1704:0.932446 2109:0.88119 2201:1.05268 3097:0.928462 3618:0.885912 3619:0.959557 3949:0.880108
220:1.45287 308:0.894637 435:0.967422 562:0.878364 588:0.936204 598:0.840192 935:0.870833 977:0.89457 1126:1.17688 1342:0.871698 1732:0.949771 1909:0.907266 1922:0.878584 1966:1.00494 2052:0.835587 2053:0.961137 2054:0.86378 2463:0.87368 2629:0.950946 3489:1.21831
62:0.829464 110:0.990117 199:1.27067 383:0.8274 384:1.09234 422:0.905344 423:1.08059 465:1.0337 648:0.860855 739:0.902843 789:1.02951 828:0.87219 1120:0.897566 1157:0.834524 1216:0.841702 1863:0.840733 1864:0.890633 2219:0.890868 2321:0.840176 2934:0.930139
4:1.02759 41:0.908248 53:0.891606 265:1.03209 266:1.1583 391:0.991455 400:1.04431 547:1.00684 629:0.929737 630:0.961628 634:0.989619 703:0.892164 704:0.988023 705:0.9076 712:1.14022 824:0.874497 825:0.892302 919:0.887788 1169:0.932144 1776:0.883982
136:0.990808 368:0.787169 471:0.92689 787:0.805689 1117:0.959485 1138:0.795026 1235:0.818057 1328:1.05971 1451:0.804854 1839:0.886982 1881:0.878788 1920:1.15217 1961:0.860685 1972:0.803405 2038:0.814191 2039:0.827934 2040:0.977074 2197:0.78732 2299:0.788285 2360:0.81575
4:1.27954 14:0.80899 24:0.855448 29:0.882705 185:0.810877 264:0.808792 279:0.808726 343:0.980495 354:0.971339 355:0.847723 881:1.26006 1143:0.802483 1172:0.932242 1292:0.799728 1516:0.897201 1521:0.830222 1536:1.23415 1538:1.09141 3165:0.866912 3234:0.82276
85:0.905102 166:0.850621 167:0.805594 203:0.794034 209:0.883195 227:0.797146 253:0.836054 295:0.830508 305:0.82549 306:0.883241 400:0.80992 504:0.793172 562:0.796247 597:0.831664 634:0.805819 658:0.852242 780:0.997622 785:0.878513 1486:0.799002 3216:0.788181
286:1.30922 400:0.96729 543:0.984982 547:1.10592 634:0.864396 659:0.972445 662:0.912455 664:0.964088 665:0.946445 704:0.897455 705:1.19374 707:1.06081 709:0.890196 1090:1.02855 1091:1.23135 1175:0.931409 1194:0.894017 1195:0.893711 1196:0.866903 1606:0.971695
399:0.793621 403:0.924951 415:1.34036 562:1.02887 663:0.965123 703:0.843403 710:0.944907 725:0.844056 771:0.796191 781:0.812286 824:1.03569 1169:0.895026 1434:1.43253 1465:1.15367 1557:0.80318 1646:0.956994 1953:0.817837 1988:0.802321 2503:0.80345 2577:0.837951
282:0.85727 431:1.06215 474:0.921193 484:1.09665 490:0.864327 731:0.838702 1125:0.838619 1191:0.865558 1359:0.880074 1399:0.90718 1434:0.840983 1435:0.841634 1488:0.895056 1877:1.05312 2153:0.946686 2215:0.848089 2620:1.07607 2958:0.850529 3140:0.855392 3804:0.869499
16:1.08082 63:1.10844 444:0.97871 564:1.01122 590:1.48513 655:1.00092 657:0.886034 710:0.895452 833:0.866206 851:0.912092 997:0.881661 1000:1.37546 1033:0.83628 1065:0.857912 1079:0.853371 1089:0.933685 1209:1.03347 1453:0.901308 1705:0.868771 2102:1.02469
164:0.859399 309:0.856356 415:1.18348 416:0.853702 471:1.42531 472:1.52361 729:0.823437 784:0.850067 794:0.870969 1449:0.982313 2085:0.834683 2276:0.969624 2364:0.851586 2378:0.836382 2435:0.869768 2658:0.822293 2837:0.833201 2891:0.82339 3180:0.83114 3666:0.831808
0:1.1211 53:0.856125 81:1.09562 404:0.833184 413:0.815024 547:0.923116 615:0.857569 629:0.868735 651:1.09935 663:0.877796 861:0.869099 910:0.889998 919:0.837108 927:0.863586 1082:0.816844 1083:0.93362 1278:0.839303 1421:0.822154 1665:0.85986 1871:0.831487
279:0.876909 374:0.947594 483:0.936633 609:0.876664 967:1.04011 1172:0.934864 1292:0.902512 1519:1.23349 2942:0.986825 2983:0.99857 2985:0.927204 3113:0.994177 3130:0.903702 3192:0.933423 3199:0.88723 3200:0.947818 3388:0.847197 3474:0.85203 3612:0.915828 3778:0.874761
16:0.940354 41:0.961097 45:1.01593 154:0.847374 378:0.865843 391:0.889934 543:1.03969 590:1.14688 656:0.852479 657:0.874328 666:0.862082 670:0.875959 671:0.94034 710:0.930611 821:0.92676 824:0.926929 902:0.855799 1012:0.869839 1582:0.894832 1776:0.854111
105:1.04811 309:0.893388 343:0.872772 345:0.881964 363:0.86223 424:0.897441 429:0.887466 581:0.926857 998:1.32667 1030:0.941115 1031:0.858481 1411:0.893788 1449:1.02505 1493:0.942957 1564:0.848812 2285:0.973562 2397:0.847176 2653:0.844885 2784:0.91615 3194:0.859529
400:0.896419 540:1.04252 541:1.0826 542:0.846069 590:0.853787 793:0.832821 813:0.859109 833:0.981782 835:0.863249 836:0.961607 991:0.856371 1220:0.853691 1221:0.85141 1222:0.855605 1223:1.10513 1224:0.957568 1225:0.937234 1358:0.833751 1523:0.976479 2345:0.910279
0:1.02145 240:1.00367 279:0.974893 629:0.937486 630:1.05372 636:0.970159 650:1.48632 670:1.29277 757:1.15277 817:1.04825 848:1.08653 883:1.04498 907:0.862964 1180:0.871329 1236:0.94934 1268:0.869089 1471:0.881748 2488:0.883123 2948:0.918987 3816:0.892906
4:1.38355 239:0.850173 400:1.38916 413:0.86426 434:0.832782 503:1.06122 626:1.41012 637:0.894956 658:0.863101 662:0.986276 703:0.872925 704:0.894118 705:0.847299 707:0.827524 818:0.927592 819:0.890903 825:0.823552 869:0.869761 1169:0.839898 1433:0.863908
261:0.980235 286:0.910853 332:0.844545 419:0.895316 693:0.95354 935:0.898809 998:0.900656 1342:0.899481 1840:0.816543 1898:0.971574 1899:0.841846 1900:1.38414 1922:0.959726 1980:0.829827 2421:0.824045 2603:0.811758 2604:1.20577 2653:0.869302 2866:1.03391 2938:0.922919
277:0.822315 451:1.11923 452:1.37467 512:1.02898 731:0.865748 1088:0.875239 1101:0.950975 1102:1.06431 1103:1.06424 1145:1.20946 1146:1.24922 1148:1.045 1149:0.918487 1151:1.17569 1210:0.84129 1211:1.02205 1420:1.1406 1679:1.01321 2021:0.904997 2523:0.866517
23:1.05758 55:0.900677 85:0.838747 86:0.904557 203:0.826774 227:0.992307 256:0.844557 261:0.960931 310:0.835358 562:1.05835 699:0.855154 935:0.897982 1179:0.902891 1725:0.953115 1797:0.831249 1826:1.01474 1956:0.86892 2141:0.855579 2171:0.845321 2850:0.906499
139:0.896118 333:1.126 447:1.19082 463:1.00631 464:1.0723 468:1.01433 530:0.908211 618:0.968325 715:0.916361 863:0.914293 920:0.99723 1464:0.851494 1703:0.888679 1885:0.96301 1993:0.89684 1997:0.951077 2069:0.952503 2302:0.890023 2306:0.852093 3027:0.870684
